site,flux,flux_y0,flux_y1,soil,soil_y0,soil_y1,lat,lon,igbp,n_halfhour,has_soil,grid_idx,grid_dist_km
US-Hsm,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Hsm_2022-2025_FLUXNET2015_Flux.nc,2022,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Hsm_2021-2025.nc,2021.0,2025.0,38.23680114746094,-122.02120208740234,WET,70128,True,104630,14.001302874919618
US-IAC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-IAC_2020-2023_FLUXNET2015_Flux.nc,2020,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-IAC_2019-2024.nc,2019.0,2024.0,41.9984016418457,-93.70159912109375,CRO,70128,True,91573,8.572828687248988
US-ICh,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-ICh_2008-2025_FLUXNET2015_Flux.nc,2008,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-ICh_2007-2025.nc,2007.0,2025.0,68.60700225830078,-149.29600524902344,OSH,315600,True,19286,17.8409653764378
US-Jo1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Jo1_2010-2021_FLUXNET2015_Flux.nc,2010,2021,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Jo1_2010-2022.nc,2010.0,2022.0,32.582000732421875,-106.63500213623047,OSH,210384,True,127639,15.378460407593595
US-KFS,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-KFS_2008-2019_FLUXNET2015_Flux.nc,2008,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-KFS_2007-2019.nc,2007.0,2019.0,39.05609893798828,-95.1906967163086,?,210384,True,102658,16.466815716269533
US-KLS,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-KLS_2013-2019_FLUXNET2015_Flux.nc,2013,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-KLS_2012-2019.nc,2012.0,2019.0,38.77450180053711,-97.56839752197266,GRA,122688,True,103675,20.6292507801491
US-KPL,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-KPL_2022-2024_FLUXNET2015_Flux.nc,2022,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-KPL_2021-2024.nc,2021.0,2024.0,60.53820037841797,-150.506103515625,WET,52608,True,36073,3.785537007235692
US-KS2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-KS2_2003-2006_FLUXNET2015_Flux.nc,2003,2006,,,,28.608577728271484,-80.6715316772461,CSH,70128,False,143652,27.602267165731405
US-KS3,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-KS3_2018-2018_FLUXNET2015_Flux.nc,2018,2018,,,,28.70840072631836,-80.7426986694336,WET,17520,False,142500,21.850379959759326
US-Kon,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Kon_2004-2019_FLUXNET2015_Flux.nc,2004,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Kon_2004-2019.nc,2004.0,2019.0,39.08238983154297,-96.5602798461914,GRA,280512,True,101630,16.973382850890143
US-LA2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-LA2_2022-2022_FLUXNET2015_Flux.nc,2022,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-LA2_2011-2023.nc,2011.0,2023.0,29.858699798583984,-90.28690338134766,WET,17520,True,137862,8.274918569499038
US-LA3,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-LA3_2020-2023_FLUXNET2015_Flux.nc,2020,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-LA3_2019-2023.nc,2019.0,2023.0,29.493600845336914,-89.91529846191406,WET,70128,True,139015,19.09299075845673
US-Lin,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Lin_2009-2010_FLUXNET2015_Flux.nc,2009,2010,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Lin_2009-2010.nc,2009.0,2010.0,36.35660171508789,-119.84230041503906,CRO,35040,True,112177,14.700559039638907
US-Los,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Los_2001-2024_FLUXNET2015_Flux.nc,2001,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Los_2000-2025.nc,2000.0,2025.0,46.082698822021484,-89.97920227050781,WET,420768,True,78089,15.012858271948135
US-MBP,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-MBP_2009-2024_FLUXNET2015_Flux.nc,2009,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-MBP_2009-2024.nc,2009.0,2024.0,47.50510025024414,-93.48930358886719,WET,280512,True,72515,16.626835583894135
US-MEF,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-MEF_2024-2025_FLUXNET2015_Flux.nc,2024,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-MEF_2024-2025.nc,2024.0,2025.0,39.10060119628906,-105.10240173339844,ENF,35088,True,101606,11.538370316823965
US-MMS,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-MMS_1999-2023_FLUXNET2015_Flux.nc,1999,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-MMS_1999-2023.nc,1999.0,2023.0,39.32320022583008,-86.41310119628906,DBF,219144,True,101659,14.632868821963209
US-MN1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-MN1_2018-2024_FLUXNET2015_Flux.nc,2018,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-MN1_2017-2024.nc,2017.0,2024.0,45.616798400878906,-96.12689971923828,CRO,122736,True,79033,11.358663902805318
US-MOz,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-MOz_2005-2021_FLUXNET2015_Flux.nc,2005,2021,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-MOz_2004-2021.nc,2004.0,2021.0,38.744110107421875,-92.20001220703125,DBF,298032,True,103691,13.842806586134156
US-MZA,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-MZA_2024-2025_FLUXNET2015_Flux.nc,2024,2025,,,,43.04410171508789,-76.78970336914062,WET,35088,False,87724,12.544025995799794
US-Me1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Me1_2004-2005_FLUXNET2015_Flux.nc,2004,2005,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Me1_2004-2005.nc,2004.0,2005.0,44.57939910888672,-121.5,ENF,35088,True,82805,4.013109832507446
US-Me6,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Me6_2011-2025_FLUXNET2015_Flux.nc,2011,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Me6_2010-2025.nc,2010.0,2025.0,44.323299407958984,-121.60780334472656,ENF,262992,True,83765,10.938898757986697
US-Mo1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Mo1_2016-2024_FLUXNET2015_Flux.nc,2016,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Mo1_2015-2024.nc,2015.0,2024.0,39.229801177978516,-92.11669921875,CRO,157824,True,101643,2.9665478646152623
US-Mo2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Mo2_2018-2024_FLUXNET2015_Flux.nc,2018,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Mo2_2018-2024.nc,2018.0,2024.0,38.94879913330078,-91.99449920654297,GRA,122736,True,102667,10.351031896232715
US-Mpj,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Mpj_2008-2025_FLUXNET2015_Flux.nc,2008,2025,,,,34.43844985961914,-106.2376937866211,CSH,315600,False,119778,8.87622021027125
US-MtB,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-MtB_2010-2024_FLUXNET2015_Flux.nc,2010,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-MtB_2009-2024.nc,2009.0,2024.0,32.41667175292969,-110.72550964355469,WSA,262992,True,127626,4.735586493560037
US-Myb,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Myb_2011-2024_FLUXNET2015_Flux.nc,2011,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Myb_2010-2025.nc,2010.0,2025.0,38.049800872802734,-121.76509857177734,WET,245472,True,105692,9.23282930529168
US-NC2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-NC2_2005-2025_FLUXNET2015_Flux.nc,2005,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-NC2_2005-2025.nc,2005.0,2025.0,35.8031005859375,-76.66790771484375,ENF,368160,True,114467,3.1453095858315856
US-NC4,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-NC4_2010-2025_FLUXNET2015_Flux.nc,2010,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-NC4_2009-2025.nc,2009.0,2025.0,35.787899017333984,-75.90380096435547,WET,280512,True,114469,9.93055246621243
US-NC5,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-NC5_2025-2025_FLUXNET2015_Flux.nc,2025,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-NC5_2025-2025.nc,2025.0,2025.0,36.15650177001953,-78.78780364990234,ENF,17520,True,113381,11.932934215272399
US-NGC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-NGC_2018-2022_FLUXNET2015_Flux.nc,2018,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-NGC_2017-2023.nc,2017.0,2023.0,64.86180114746094,-163.7001953125,GRA,87648,True,26754,9.667566724707918
US-NR3,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-NR3_2008-2023_FLUXNET2015_Flux.nc,2008,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-NR3_2007-2024.nc,2007.0,2024.0,40.051998138427734,-105.5864028930664,GRA,280512,True,98540,9.075120857416666
US-NSa,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-NSa_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-NSa_2023-2025.nc,2023.0,2025.0,36.602901458740234,-119.506103515625,CRO,17568,True,111098,16.387551351155793
US-Ne1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Ne1_2002-2024_FLUXNET2015_Flux.nc,2002,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Ne1_2001-2024.nc,2001.0,2024.0,41.16510009765625,-96.47660064697266,CRO,201624,True,94565,0.7094749440295732
US-ONA,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-ONA_2017-2022_FLUXNET2015_Flux.nc,2017,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-ONA_2016-2022.nc,2016.0,2022.0,27.38360023498535,-81.95089721679688,GRA,105168,True,148342,5.363260650355529
US-OPE,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-OPE_2022-2022_FLUXNET2015_Flux.nc,2022,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-OPE_2022-2022.nc,2022.0,2022.0,39.029300689697266,-76.845703125,CRO,17520,True,102710,17.34478003807817
US-OWC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-OWC_2016-2024_FLUXNET2015_Flux.nc,2016,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-OWC_2015-2025.nc,2015.0,2025.0,41.37950134277344,-82.51249694824219,WET,157824,True,94604,23.968733963808916
US-Oho,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Oho_2004-2012_FLUXNET2015_Flux.nc,2004,2012,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Oho_2004-2013.nc,2004.0,2013.0,41.554500579833984,-83.84380340576172,DBF,157824,True,93600,11.792068431975942
US-PFi,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-PFi_2019-2019_FLUXNET2015_Flux.nc,2019,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-PFi_2019-2019.nc,2019.0,2019.0,45.97489929199219,-90.23269653320312,DBF,17520,True,78088,11.3856005067034
US-PLo,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-PLo_2023-2023_FLUXNET2015_Flux.nc,2023,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-PLo_2022-2023.nc,2022.0,2023.0,42.74959945678711,-70.91570281982422,WET,17520,True,88700,12.409030952533643
US-PSH,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-PSH_2016-2016_FLUXNET2015_Flux.nc,2016,2016,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-PSH_2016-2016.nc,2016.0,2016.0,36.23469924926758,-119.92469787597656,DBF,17568,True,113257,15.186239037539751
US-PSL,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-PSL_2016-2016_FLUXNET2015_Flux.nc,2016,2016,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-PSL_2016-2016.nc,2016.0,2016.0,36.827598571777344,-120.13970184326172,DBF,17568,True,110017,18.883454255057085
US-RC1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-RC1_2012-2015_FLUXNET2015_Flux.nc,2012,2015,,,,46.78369903564453,-117.07769775390625,CRO,70128,False,75156,9.352400885531525
US-RC3,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-RC3_2012-2015_FLUXNET2015_Flux.nc,2012,2015,,,,46.99100112915039,-118.5979995727539,CRO,70128,False,74253,17.535009607299788
US-RC4,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-RC4_2013-2015_FLUXNET2015_Flux.nc,2013,2015,,,,46.757999420166016,-116.9489974975586,CRO,52560,False,75157,11.944307208067748
US-RC5,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-RC5_2014-2014_FLUXNET2015_Flux.nc,2014,2014,,,,47.0099983215332,-119.24800109863281,CRO,17520,False,74251,7.852121471348705
US-RGA,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-RGA_2022-2024_FLUXNET2015_Flux.nc,2022,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-RGA_2021-2024.nc,2021.0,2024.0,34.41590118408203,-91.67330169677734,CRO,52608,True,119822,1.2985739064848048
US-RGB,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-RGB_2022-2023_FLUXNET2015_Flux.nc,2022,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-RGB_2021-2024.nc,2021.0,2024.0,39.57820129394531,-121.85790252685547,CRO,35040,True,100534,15.51061912019819
US-RGF,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-RGF_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-RGF_2023-2024.nc,2023.0,2024.0,37.699501037597656,-121.13690185546875,CRO,17568,True,106774,16.317482465879486
US-RGW,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-RGW_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-RGW_2022-2024.nc,2022.0,2024.0,33.62160110473633,-91.43060302734375,CRO,35088,True,123186,9.319415666752839
US-RGo,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-RGo_2022-2024_FLUXNET2015_Flux.nc,2022,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-RGo_2021-2024.nc,2021.0,2024.0,39.68050003051758,-122.00260162353516,CRO,52608,True,99510,9.525923288875369
US-RRC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-RRC_2023-2023_FLUXNET2015_Flux.nc,2023,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-RRC_2022-2024.nc,2022.0,2024.0,37.33440017700195,-77.20649719238281,WET,17520,True,109065,15.632313899695971
US-Ro1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Ro1_2004-2016_FLUXNET2015_Flux.nc,2004,2016,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Ro1_2004-2016.nc,2004.0,2016.0,44.71430969238281,-93.08984375,CRO,227952,True,81921,14.141794619805449
US-Ro4,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Ro4_2014-2025_FLUXNET2015_Flux.nc,2014,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Ro4_2014-2025.nc,2014.0,2025.0,44.40409851074219,-93.42009735107422,GRA,210384,True,82880,15.887627418626876
US-Rpf,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Rpf_2009-2024_FLUXNET2015_Flux.nc,2009,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Rpf_2008-2024.nc,2008.0,2024.0,65.11979675292969,-147.4290008544922,DBF,280512,True,26204,7.582758949262532
US-Rws,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Rws_2015-2022_FLUXNET2015_Flux.nc,2015,2022,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Rws_2014-2023.nc,2014.0,2023.0,43.16749954223633,-116.71320343017578,OSH,140256,True,87618,7.863889165338746
US-SD2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-SD2_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-SD2_2023-2025.nc,2023.0,2025.0,41.17850112915039,-85.9977035522461,CRO,17568,True,94594,3.638429738828456
US-SHC,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-SHC_2018-2019_FLUXNET2015_Flux.nc,2018,2019,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-SHC_2017-2020.nc,2017.0,2020.0,39.43149948120117,-120.23979949951172,ENF,35040,True,100539,5.940929339400618
US-SP1,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-SP1_2001-2020_FLUXNET2015_Flux.nc,2001,2020,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-SP1_2000-2020.nc,2000.0,2020.0,29.738069534301758,-82.2187728881836,ENF,350640,True,139040,10.386206300269693
US-SRM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-SRM_2004-2025_FLUXNET2015_Flux.nc,2004,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-SRM_2004-2025.nc,2004.0,2025.0,31.821399688720703,-110.86599731445312,WSA,385728,True,129876,16.14574072428323
US-SSH,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-SSH_2016-2020_FLUXNET2015_Flux.nc,2016,2020,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-SSH_2016-2021.nc,2016.0,2021.0,40.66579818725586,-77.90409851074219,DBF,87696,True,96617,13.707373938768129
US-Sag,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Sag_1996-1996_FLUXNET2015_Flux.nc,1996,1996,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Sag_1996-1996.nc,1996.0,1996.0,69.51309967041016,-148.56759643554688,WET,17568,True,17844,5.348090680563105
US-Seg,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Seg_2007-2025_FLUXNET2015_Flux.nc,2007,2025,,,,34.36233139038086,-106.70195007324219,GRA,333120,False,119777,7.806732990751722
US-Slt,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Slt_2005-2021_FLUXNET2015_Flux.nc,2005,2021,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Slt_2005-2022.nc,2005.0,2022.0,39.91374969482422,-74.59597778320312,DBF,298032,True,98626,16.151293869373884
US-Srr,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Srr_2015-2016_FLUXNET2015_Flux.nc,2015,2016,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Srr_2014-2017.nc,2014.0,2017.0,38.200599670410156,-122.02639770507812,WET,35088,True,105691,13.649902902233505
US-StJ,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-StJ_2016-2020_FLUXNET2015_Flux.nc,2016,2020,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-StJ_2015-2020.nc,2015.0,2020.0,39.088199615478516,-75.43720245361328,WET,87696,True,101690,18.15358294679343
US-Sta,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Sta_2006-2008_FLUXNET2015_Flux.nc,2006,2008,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Sta_2005-2009.nc,2005.0,2009.0,41.39659881591797,-106.80239868164062,OSH,52608,True,93536,11.578400667840961
US-Syv,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Syv_2002-2025_FLUXNET2015_Flux.nc,2002,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Syv_2001-2025.nc,2001.0,2025.0,46.242000579833984,-89.34770202636719,MF,420768,True,77131,7.6422079851494615
US-UC2,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-UC2_2020-2024_FLUXNET2015_Flux.nc,2020,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-UC2_2019-2024.nc,2019.0,2024.0,40.75590133666992,-77.99980163574219,CVM,87696,True,95616,18.009780118660743
US-UMd,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-UMd_2008-2024_FLUXNET2015_Flux.nc,2008,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-UMd_2007-2025.nc,2007.0,2025.0,45.5625,-84.69750213623047,DBF,298080,True,79063,12.361465261375105
US-UTB,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-UTB_2022-2023_FLUXNET2015_Flux.nc,2022,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-UTB_2021-2023.nc,2021.0,2023.0,40.7848014831543,-113.82990264892578,BSV,35040,True,95517,13.084064950596359
US-UTD,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-UTD_2023-2024_FLUXNET2015_Flux.nc,2023,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-UTD_2023-2024.nc,2023.0,2024.0,38.10380172729492,-109.59519958496094,CRO,35088,True,105728,6.808191355094481
US-UTE,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-UTE_2024-2025_FLUXNET2015_Flux.nc,2024,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-UTE_2024-2025.nc,2024.0,2025.0,37.73529815673828,-111.57080078125,CRO,35088,True,106802,10.978373596258203
US-UTJ,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-UTJ_2024-2025_FLUXNET2015_Flux.nc,2024,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-UTJ_2024-2025.nc,2024.0,2025.0,37.28179931640625,-109.53479766845703,CRO,35088,True,108968,12.710192925749311
US-UTL,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-UTL_2024-2025_FLUXNET2015_Flux.nc,2024,2025,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-UTL_2024-2025.nc,2024.0,2025.0,40.18769836425781,-109.65789794921875,CRO,35088,True,97528,19.704979114290147
US-UTM,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-UTM_2023-2023_FLUXNET2015_Flux.nc,2023,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-UTM_2022-2024.nc,2022.0,2024.0,38.58789825439453,-109.57749938964844,WET,17520,True,103641,11.273565994500654
US-UTP,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-UTP_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-UTP_2024-2024.nc,2024.0,2024.0,41.06039810180664,-112.10130310058594,WET,17568,True,94522,17.065195229690797
US-UTV,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-UTV_2024-2024_FLUXNET2015_Flux.nc,2024,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-UTV_2023-2025.nc,2023.0,2025.0,40.1265983581543,-109.95459747314453,CRO,17568,True,98528,15.863766516206569
US-UTW,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-UTW_2022-2023_FLUXNET2015_Flux.nc,2022,2023,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-UTW_2021-2024.nc,2021.0,2024.0,39.4453010559082,-110.72879791259766,CRO,35040,True,100566,4.536027649905406
US-Uaf,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-Uaf_2004-2024_FLUXNET2015_Flux.nc,2004,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-Uaf_2003-2025.nc,2003.0,2025.0,64.86630249023438,-147.85549926757812,ENF,368208,True,26779,16.127089226429987
US-UiD,/perm/pad/fluxnet-shuttle-ecland/flux/shuttle-all775-era5/US-UiD_2009-2024_FLUXNET2015_Flux.nc,2009,2024,/perm/pad/fluxnet-shuttle-ecland/soil/shuttle-all775-era5/soil_US-UiD_2008-2024.nc,2008.0,2024.0,40.06460189819336,-88.19850158691406,GRA,280512,True,98588,1.9809510422497705
